-37375019123795, 169621168039, -44751896110218 @ -108, 324, -366
284874971498759, -5502600933119, 44673311089112 @ -217, -28, 69
12118173365951, -791543138999, 48277317658120 @ -113, 87, -291
-50568201705647, 35732766689681, -87434651835464 @ 36, 19, 37
-47150383646860, 13640501956158, 199405845368716 @ 82, 10, -495
-43852349072377, -70895388199919, -30718173756904 @ 77, 188, 27
62148796019279, 264694347059854, 51524549282477 @ -13, -324, 38
20554004562392, 69210927765490, -44795411202074 @ -128, -120, -5
-73783199070497, 6965497272717, -89273584362064 @ 149, 388, -145
-16957985144009, -10346301037263, -30348964388624 @ -39, 131, -80
-100613672778690, -134207844728292, -120775599742189 @ 176, 164, 230
80154400867407, 65558163254424, -13025315091716 @ -205, -106, -23
-66064623298207, -102287941450295, -101378792136736 @ 114, 519, 129
-65460783381889, 15533080423642, -89052867850373 @ 115, 54, 102
116975877976556, 86636907543937, 218131507288118 @ -200, -141, -381
-76656228414457, 26772558677821, -153442591570624 @ 171, 173, 417
17646762457746, 83747856618032, -32811896187107 @ -204, -184, -132
-55296322019149, 42605493533707, -71661241503034 @ 57, -12, -40
-37207016891803, 25837134897836, -63988746967487 @ -23, 62, -66
-27103727412397, -110388347847983, -56888651907745 @ 79, 131, 146
141326069605409, 2905398075744, 228443424415098 @ -83, -34, -129
-59187224939767, 57082667913943, -111954939835942 @ -56, -54, -46
-78696137063737, 11093155401073, -96783357422104 @ 179, 231, 10
-25263971274169, 45598240868017, -70704504482344 @ -85, -26, -45
73671123824342, 24935521532626, 105855398698739 @ -8, -58, 6
-22196258937537, 21915591408631, 62972689005276 @ 51, -27, -95
-20567407884499, -18394344223016, 82690240898312 @ 73, 6, -27
-1170276281569, -8571733079783, -75597287241760 @ -42, 80, 102
-55772047870633, -65656498911707, -44008969448074 @ 115, 85, 120
-20959177638922, 142644225273646, -35676771783784 @ 36, -258, 53
184432140391193, 18969984101221, 163382829603956 @ -176, -43, -117
58713428664103, 169828549768595, 42005121558708 @ -21, -227, 33
-188630469095332, -122028738716929, -158226504229624 @ 352, 241, 293
-78508184658841, -49642507469195, -97402323885436 @ 163, 358, 102
-20976822020619, 36278470618431, -20134518499188 @ 18, -38, -17
-47013066722107, -59386869018079, 83103702347626 @ 58, 283, -434
-15207301295121, 14621093306157, 20834121525495 @ 83, -49, 96
44942330807033, -27890396854079, 61512450648026 @ -22, 27, -20
213254378295911, 10820004575521, 26539697829224 @ -153, -43, 83
46724659808617, 105575328135962, -61959214298265 @ -67, -172, 124
30503699933058, -43406587145994, 64193569390491 @ 6, 40, -8
-65127316617332, 140499779342272, -51682762799526 @ 114, -360, -21
66017067137371, -111400850413649, 35573673812482 @ -19, 102, 54
-31040598494947, 106979394863259, -62263290062218 @ -56, -314, -82
107407024214921, 81517511378308, 86289642761693 @ -35, -114, 34
26362906515671, 3427328766793, 2812288246640 @ -93, 39, -71
-125331239206724, -132717616976982, -172285842604524 @ 270, 386, 345
78600975151671, -113323974791337, -102277158522293 @ -69, 145, 204
123452802263359, -14162801761523, 209307900570260 @ -235, 48, -406
84351889139108, 75961822920218, 161989544101445 @ -26, -110, -64
-49266793128175, 49822724619539, -96835873833558 @ -35, -19, -17
24520340827857, -110100221312953, 245822386176408 @ 32, 94, -171
165690556883523, 67937208432414, 90595104234331 @ -241, -106, -110
-28513821791899, 38202370945969, -41395047753382 @ 8, -29, -24
-26436529240175, -10861228355257, -62979179421752 @ 48, 46, 109
3857922883753, -85121681422100, 107824924770437 @ -151, 456, -664
-18809124508357, 53496715591436, -84507500542809 @ 79, -86, 192
44724054650116, -47760623180382, 123439675042329 @ 20, 16, -14
-8892752054362, -86322890796374, 81229246189141 @ 46, 120, -66
-65764150580260, -54542203007985, -32897163833467 @ 112, 353, -142
22350536756864, 41543080620520, 74292627247661 @ 40, -74, 30
-81059429863279, -39735500908973, -82241727663400 @ 182, 418, -11
70723542051467, 785008801651, 43986096266708 @ -19, -28, 51
4200761929345, -102929769629353, -61470233854671 @ 53, 89, 166
50320953247026, -50840676944457, 31359779565842 @ -10, 41, 47
-52686307652405, -26683279337045, -35633034030432 @ 105, 54, 81
-23550536679717, 26058047051244, -61969502874746 @ -81, 58, -69
-68841422206687, 70866453202681, -115024731066934 @ 96, -217, 54
112674699492605, -132040340495, 44836411183517 @ -59, -29, 56
6727854984356, 10429543159131, -43711766671431 @ -38, 17, 48
7602473497711, 19095961015771, -8140416996543 @ -157, 57, -212
-35012004746032, -247398679564529, 97804729796426 @ 100, 225, 7
18739662925118, -45573948324534, 98640803624751 @ 34, 28, -20
-25953146539873, 33766502819233, 63020128472336 @ 42, -39, -160
-81255702631563, -95712285204145, -132097978838824 @ 153, 161, 245
-28755261297649, 35505213516085, -2748898398356 @ -203, 96, -762
-76248344650657, 30492689109781, -160461106375744 @ 189, 318, 643
-23960920691734, -256736306367585, -68643184629808 @ 10, 745, 77
4512446785608, 53781024813711, -61719968978434 @ -144, -71, -13
87670889103560, 60613110703090, 64815898602629 @ -54, -94, 8
-60584452549333, 21397290271267, -118509504559870 @ 17, 294, 108
-58543762355323, 43712505780796, -86459903947837 @ 73, -18, 32
-35594460533377, 209793433561409, -47201540051072 @ 49, -457, 39
-53087284416285, -40468306586605, 75187007537226 @ 87, 173, -305
19963679138615, 41583375729739, 39964109526824 @ 27, -71, 37
54496914858227, 7362620700958, 130000169959991 @ -9, -32, -60
33054751050113, 47553827955251, 27590832703196 @ -8, -76, 23
91094211660539, -78503143552586, 61810590420059 @ -73, 86, -6
14109147500011, 68999342691553, -228109356243324 @ 26, -105, 370
38287780657847, 36834146978589, -6054664190696 @ -185, -26, -123
-43188675914467, 73042127765311, -83658835215934 @ 30, -142, 66
17296491544603, -21396828073144, 127088235757251 @ 47, -10, -20
137382767037728, -73431542770889, 131255443165205 @ -66, 37, -12
-61412366222017, 87494480279336, 107918113319011 @ 115, -152, -266
-19898065477584, 1424683208781, -102653933543527 @ -60, 127, 134
-55882025160393, 59332167089830, -103142615311503 @ 27, -90, 52
64275329743855, 223969798750389, -194802771150456 @ -27, -292, 321
70539942117515, 12863689839475, 109491451728469 @ -209, 21, -342
161723896748265, -141427221146079, 137522713114288 @ -94, 107, -23
90279595081783, 78001910023441, 23275229098816 @ -183, -129, -62
-77191346504044, 19772578118194, -85124165576608 @ 172, 200, -99
-79327091401729, -3060850197191, -68914265169216 @ 217, 645, -497
-56333166958081, -159847160130839, 190132032321056 @ 88, 592, -760
-88411178282157, -42437013494529, -35382829096549 @ 159, 37, 122
-99452716183929, 31341698293557, 97935898983826 @ 171, -59, -30
12326327387047, -27506307414109, -72893565671548 @ 27, 22, 167
-75293637319009, 49831307369193, -98284094547224 @ 166, 10, -105
-57346584428881, 41586515729173, -88638744645292 @ 37, 28, -44
-32125978582667, 72044321813811, 19763058687906 @ 53, -119, -77
-70896158637715, -50495528683418, -122897515225408 @ 125, 770, 173
-67966328000017, -126610731648059, -62102302013164 @ 121, 618, -22
-43540208924497, -221952060781159, -70338486965604 @ 97, 313, 156
-47410205630619, -116188502820053, -124944696185134 @ 33, 645, 215
190913627420983, 76257173279136, 170181039829486 @ -229, -116, -177
-22620296669817, -8575513217599, 186583989858696 @ 87, -22, -86
36657649627250, -132213352437722, 47844088451645 @ 12, 130, 36
87882697961843, 31056811975471, -175554411419074 @ -79, -54, 304
-57527437795985, 40011337576801, -97498881291964 @ 47, 27, 35
-28570998657697, -90724812064319, 61658239584216 @ 88, 81, 21
-29819375217177, -62276191788239, -18757996750504 @ 21, 243, -67
7814766639923, 45435732860281, 18540455965796 @ 38, -75, 56
-41959410719438, 28341971716869, -93512182198642 @ 96, -49, 191
-28865789577043, 6791410902025, 1398174664814 @ 53, 11, -17
38824922931650, 32143004669662, 16582101968252 @ 22, -64, 89
-69052981378864, 76173519893633, -168233277361380 @ 100, -269, 633
-49869525955142, 77361492276626, -75994015596574 @ 78, -140, 95
72040692460318, 27380945206846, -4220827436864 @ -196, -18, -51
-26198824269824, 48542045433, 66131222878039 @ -54, 155, -578
-68666371728841, 51314136505573, -86169225183784 @ 83, 25, -395
58599759823431, 53115439259697, 29443984878296 @ -117, -80, -70
51285768882143, -94768146378843, -45318344249764 @ -11, 94, 140
109872509165549, -75517565813726, 199354202656472 @ -143, 116, -267
-12400186677681, -20160836729595, -34790204676841 @ -45, 151, -52
-62863195882256, 53136265895282, -114394958005221 @ -28, 20, -56
-27639991216684, -261693794766394, 56552634527986 @ 22, 742, -245
-54918734700961, 92353989243997, -165938746405864 @ -29, -401, 565
26603277548984, -226454622253199, 54850478652455 @ 28, 227, 36
-58482914890567, -153724498711732, 133956994631062 @ 109, 358, -317
-69073902108871, 27918407242021, -5279882828398 @ 122, 57, -352
58273416486449, -1673160430055, 121039785068420 @ -40, -9, -101
-36567950682772, 10594081511230, -45760703270137 @ 34, 50, -6
-10807351115304, 190067640249414, 83385971336747 @ -60, -512, -448
50647881297865, -163343045271991, 160114277728558 @ -102, 343, -326
21232449131845, -22588092065416, 65744806480963 @ 17, 14, -12
-99066949672227, -150895362499288, -238755875918757 @ 209, 466, 528
38570092390867, -234860721468403, 152153021051306 @ -43, 389, -220
-126942030149002, -179891674560803, -6127628483023 @ 254, 415, -22
3145593029983, 116310613348889, 126415875832676 @ 29, -175, -130
108959184304943, 46909818194521, 145374450010376 @ -242, -66, -337
31214795397775, 24402531871742, -17897621368069 @ -93, -14, -10
-40869202105228, 18126334819582, -57314130286228 @ 42, 34, 17
-45895253759462, 30970488515266, -18872809088264 @ 86, -36, 21
-96077510089327, -99805712463961, -7858489786710 @ 184, 214, 6
-53654750427673, 146420592396385, -157638761721592 @ 101, -266, 296
-64484596319497, -12792540523595, -99910854023746 @ 99, 261, 88
-27236143297942, 74753683902133, -99481641698605 @ -116, -177, 62
48594422338653, -156278814435159, 71733214459176 @ 20, 119, 45
-13646611274624, 57143657102105, -76687518307888 @ -40, -85, 77
-76345218827953, -129321942511239, -85126937358692 @ 145, 217, 168
621040027223, 81237717104881, 15229558784408 @ -66, -153, -167
57820693564482, -48319146230098, 30334171629246 @ -94, 100, -45
-162653225332797, -237503604412959, 16544948598016 @ 231, 211, 93
47651381760838, -165225679369459, -67301391451019 @ -30, 223, 154
85242344047367, -210833069779992, -195433479320693 @ -53, 236, 322
-58165801659617, 34764317636529, -89098406797244 @ 9, 131, -140
-91607197387081, -75037424997425, 78409935473018 @ 163, 78, -22
-64054722879093, -123405263565831, 46356727074580 @ 108, 565, -396
200290046132393, 156564361082866, 216979377422246 @ -191, -210, -177
248701869728540, -13217158300250, 233847109235654 @ -200, -16, -141
185496162908993, -76958216144164, 40022888216276 @ -131, 50, 65
19892853318341, -41961878253257, 120887422287824 @ 38, 18, -31
24181346660726, -74033305217705, 12702435887831 @ 42, 41, 100
-38813035215133, 22830865960513, 8009354057798 @ 73, -21, -28
-11251155717055, 6780383674633, 20081623524262 @ -14, 39, -134
-46134787170922, -45953355927364, -60365452919154 @ 82, 134, 91
26551832285834, -109853595623879, 150345704892035 @ 22, 107, -88
-17436899226777, 121573043460521, 53274400160576 @ 63, -178, -10
13608529950243, 15850928761281, 80498238670966 @ 29, -37, -26
285386859715202, 82225509556319, 107636834227791 @ -212, -115, 10
50590543570415, 7413258052525, -42653593575268 @ -127, 20, 52
-55542767786632, 49768390823746, -89496643773049 @ 38, -34, -6
81122913809393, -10969453221482, 109893355494508 @ -11, -24, 9
-10124400629917, 53365764610081, 29918288889836 @ 22, -81, -58
84788122462590, -48849035943428, 67480431066473 @ -48, 36, 8
30233432347325, 20767367707669, -132770649231118 @ -14, -35, 246
35665938056123, -138968243481479, -69908308153684 @ -30, 217, 148
-20070704894827, 22277603505555, -99989683963538 @ -56, 46, 126
-34979219152401, 39020130768637, -67902459331116 @ -19, -6, -24
-53505670128146, 123011264347021, -8169111621676 @ 48, -393, -343
-29677737709337, 37238048866521, -8625120876744 @ 15, -28, -111
-42762415729069, -14268930109219, -9384593894352 @ 40, 152, -161
87011820781419, 263477350530971, -18028722799484 @ -57, -343, 105
58052884383765, -131296397161665, 75389084507368 @ -108, 268, -147
68478641072935, 14111616160353, 27230256731778 @ -133, -5, -62
-24963141030869, 159953422659026, 49560753664619 @ -73, -538, -562
-25826452584980, 33005858981477, 47425554942471 @ 62, -49, -50
-79331242268827, 71892929945253, -156319337807888 @ 184, -175, 409
-45111827037397, -33967005702563, 154664451778280 @ 109, 9, -67
-202304010269593, -240903390037991, -242123300926072 @ 311, 306, 391
-56939784804593, 76222251250479, -166830374873524 @ 71, -164, 395
94738100511911, -7561174954703, 17554077639896 @ -219, 51, -75
17302887957143, -27206174315719, 25081105929640 @ -11, 52, -17
61532357443594, 11196731866241, -51931873157932 @ -82, -13, 113
4746617415863, -46686412787369, 117619431324878 @ 59, 17, -13
225653780725067, -55900187285723, 7938656327924 @ -155, 21, 107
-63740026955897, 62337996380081, 92168725585016 @ 125, -97, -106
24941654377517, 88302436902637, 67177682838666 @ -128, -171, -300
134514119075247, -71080438012271, -6687902385540 @ -127, 75, 84
146612316451190, -50367155720709, 7090816244983 @ -80, 17, 106
-40385643106591, 60181009652907, -86240671737434 @ -23, -95, 15
-42374773054614, 63947033385475, -64304567896995 @ 8, -111, -48
-22693507448652, 95565733148093, -65267062643291 @ 44, -161, 118
-24522265006209, 64160693430489, -19900377738519 @ 51, -101, 40
2888933109383, -33740662133291, 63449929312292 @ 59, 6, 38
-88566478552807, -49424273337479, -96944898465874 @ 228, 519, 48
-64184610389317, 50791308140746, -136838657516629 @ 87, -38, 274
91227721096089, -169904558006439, 193639676805512 @ -18, 127, -67
27402499619831, -56986659715015, 37281099657848 @ -17, 89, -19
26033893994057, 168606379858201, 255004995732212 @ 12, -233, -253
87726162557636, -55892830582562, 178499200095074 @ -112, 88, -241
-92107336901173, -162615608299427, -149331761251972 @ 210, 720, 308
61161022995251, 263628414697851, -86713361140746 @ -35, -358, 186
2335016376483, -14083747373263, 65262734123852 @ 9, 35, -97
-38305896335417, -49801581304919, 46781511249206 @ 75, 111, -88
-80426049812209, 26541863042233, -80643680506096 @ 173, 53, 19
-53316290767198, 9111143861833, -48013316439220 @ -72, 459, -671
-28294271104697, 27876315114281, -106850673477728 @ -21, 22, 154
9252864643401, 99813030218673, 10511674048880 @ 8, -157, 17
-10109367692801, 32309961200833, -22971940945380 @ 57, -57, 102
-67433372774317, 73086721539049, -109865507431618 @ 109, -169, 118
19612256089178, 83747187788615, -61174718368435 @ -146, -167, 26
32701096554811, -28909134781059, 33807082966388 @ 38, -8, 86
92942849357463, 90334985932481, 124384195253056 @ -67, -131, -74
-11060876366057, 35358000552221, -46425225313624 @ -25, -28, 17
75088067757887, -50168051199654, 114190696880416 @ -29, 32, -35
-54265542004106, 55679307349494, -112543526564040 @ -72, -46, 21
64556501735095, 12831163294569, 79181913408860 @ -13, -41, 11
94091561263203, -68823725127914, -11126147919834 @ -145, 126, 39
36962576794018, 8569545499771, 68813402161826 @ -28, -15, -61
-92378989336428, -176543969492531, 62803242789289 @ 168, 255, -42
136819797928487, -55778011637287, 177171211811960 @ -113, 46, -127
-80302889193513, 54545046290820, -113529709509175 @ 155, -82, 206
144002276061083, 80224459303621, 63329537699300 @ -126, -118, 6
-2599198984907, -10051580534904, -3018839958824 @ -139, 184, -267
12459667891250, -51622168035419, 69225720300629 @ 32, 47, -8
-50684983180116, 37782095967180, -80835482931544 @ 36, 10, 5
167240509729880, 266903050632139, 278284227711998 @ -234, -415, -393
7235364532259, -29953050261711, 30547253720584 @ 25, 35, 13
-33407297422525, 63522997151305, 111050556049136 @ 76, -99, -145
-30147894691811, 168840501084390, 143941576681666 @ 45, -334, -365
45698379064900, 77747064284860, 164551767385420 @ -118, -132, -399
-92578392795061, -56058745348271, -156863051540980 @ 286, 763, 428
-68645958200582, 82401655509941, 6849795034956 @ 134, -121, 73
